,ticker,SIC,Four Digit SIC Codes,Four Digit SIC Code Descriptions,SIC Two Digit,Two Digit SIC Codes,Two Digit SIC Code Descriptions
7291,NODK,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
7292,AZPN,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7293,FBIOP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7294,TZPSW,0,,,0,,
7295,EVOK,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7296,UCL,0,,,0,,
7297,CFBK,6011,6011.0,FEDERAL RESERVE BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7298,PRGS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7299,QLYS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7300,HCDIP,0,,,0,,
7301,BPTH,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7302,TMDI,0,,,0,,
7303,HSTM,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
7304,VERO,0,,,0,,
7305,SLRC,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7306,GLBE,0,,,0,,
7307,BIOR,0,,,0,,
7308,GAIA,5961,5961.0,CATALOG AND MAIL-ORDER HOUSES,59,59.0,MISCELLANEOUS RETAIL
7309,LOPE,8299,8299.0,SCHOOLS AND EDUCATIONAL SERVICES,82,82.0,EDUCATIONAL SERVICES
7310,TANNI,5541,5541.0,GASOLINE SERVICE STATIONS,55,55.0,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS
7311,LIVE,6719,6719.0,"HOLDING COMPANIES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7312,BRK.B,0,,,0,,
7313,CRUS,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7314,BSCO,0,,,0,,
7315,VTLE,0,,,0,,
7316,LRCX,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7317,HTBI,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
7318,SLGC,0,,,0,,
7319,CUBA,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
7320,WOOD,0,,,0,,
7321,STZ,2084,2084.0,"WINES, BRANDY, AND BRANDY SPIRITS",20,20.0,FOOD AND KINDRED PRODUCTS
7322,SFRWW,0,,,0,,
7323,CCAP,0,,,0,,
7324,XPOF,0,,,0,,
7325,KWE,0,,,0,,
7326,ZCMD,0,,,0,,
7327,LUNG,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7328,AGNCO,0,,,0,,
7329,INCR,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7330,NRIM,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
7331,MTBCP,8099,8099.0,"HEALTH AND ALLIED SERVICES, NEC",80,80.0,HEALTH SERVICES
7332,CANO,0,,,0,,
7333,INTR,0,,,0,,
7334,SPI,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7335,BGNE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7336,ISTR,6029,6029.0,"COMMERCIAL BANKS, NEC",60,60.0,DEPOSITORY INSTITUTIONS
7337,SKYY,0,,,0,,
7338,SKGR,0,,,0,,
7339,ONEM,0,,,0,,
7340,SABR,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7341,LEN,6513,6513.0,APARTMENT BUILDING OPERATORS,65,65.0,REAL ESTATE
7342,DRVN,0,,,0,,
7343,HTBK,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7344,OGI,0,,,0,,
7345,INZY,0,,,0,,
7346,WOOF,700,,,70,70.0,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES"
7347,IMVT,0,,,0,,
7348,IBHG,0,,,0,,
7349,IPAR,2844,2844.0,TOILET PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7350,GBDC,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
7351,BVXV,0,,,0,,
7352,WEJO,0,,,0,,
7353,TDW,1382,1382.0,OIL AND GAS EXPLORATION SERVICES,13,13.0,OIL AND GAS EXTRACTION
7354,WINN,0,,,0,,
7355,AMOV,0,,,0,,
7356,SQ,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7357,SYBT,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7358,UNIT,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7359,MPB,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7360,CZFS,0,,,0,,
7361,KEX,4424,4424.0,DEEP SEA DOMESTIC TRANSPORTATION OF FREIGHT,44,44.0,WATER TRANSPORTATION
7362,TDW.WS.A,0,,,0,,
7363,NWLG,0,,,0,,
7364,INSP,0,,,0,,
7365,FIXX,0,,,0,,
7366,ORCL,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7367,BIO,3826,3826.0,ANALYTICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7368,DFLV,0,,,0,,
7369,CTRE,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7370,NKE,3021,3021.0,RUBBER AND PLASTICS FOOTWEAR,30,30.0,RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS
7371,PSMJ,0,,,0,,
7372,PDLB,6011,6011.0,FEDERAL RESERVE BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7373,BODY.WS,0,,,0,,
7374,PLXS,3672,3672.0,PRINTED CIRCUIT BOARDS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7375,HROWL,0,,,0,,
7376,CCV,0,,,0,,
7377,AREB,0,,,0,,
7378,STRE,0,,,0,,
7379,INTU,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7380,TBLT,0,,,0,,
7381,HYMCW,0,,,0,,
7382,WAFD,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7383,MNTK,0,,,0,,
7384,EQ,0,,,0,,
7385,OTRK,0,,,0,,
7386,RYTM,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7387,BRLT,0,,,0,,
7388,MSTR,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7389,SPWH,5941,5941.0,SPORTING GOODS AND BICYCLE SHOPS,59,59.0,MISCELLANEOUS RETAIL
7390,STRM,7373,7373.0,COMPUTER INTEGRATED SYSTEMS DESIGN,73,73.0,BUSINESS SERVICES
7391,FAAR,0,,,0,,
7392,KOD,0,,,0,,
7393,USXF,0,,,0,,
7394,SCLX,0,,,0,,
7395,IKT,0,,,0,,
7396,COMS,0,,,0,,
7397,ESGRO,0,,,0,,
7398,ANGN,0,,,0,,
7399,MAR,7011,7011.0,HOTELS AND MOTELS,70,70.0,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES"
7400,CRTO,0,,,0,,
7401,RILYL,0,,,0,,
7402,PGNY,0,,,0,,
7403,LEE,4833,4833.0,TELEVISION BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
7404,BSJQ,0,,,0,,
7405,ZION,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7406,DCBO,0,,,0,,
7407,CHEF,5141,5141.0,"GROCERIES, GENERAL LINE",51,51.0,WHOLESALE TRADE - NONDURABLE GOODS
7408,NEWT,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7409,NTWK,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7410,MTCH,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7411,ROAD,0,,,0,,
7412,CVX,2911,2911.0,PETROLEUM REFINING,29,29.0,PETROLEUM REFINING AND RELATED INDUSTRIES
7413,FREE,0,,,0,,
7414,LOOP,4953,4953.0,REFUSE SYSTEMS,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
7415,TBSA,0,,,0,,
7416,SIGI,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
7417,BLDE,0,,,0,,
7418,RAYS,0,,,0,,
7419,DEMZ,0,,,0,,
7420,DYNT,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7421,TWOU,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7422,GNEpA,0,,,0,,
7423,PROK,0,,,0,,
7424,NMTC,0,,,0,,
7425,DMAT,0,,,0,,
7426,BAP,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7427,SRAD,0,,,0,,
7428,CRCT,0,,,0,,
7429,MOS,2879,2879.0,"AGRICULTURAL CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7430,TDW.WS.B,0,,,0,,
7431,OSCV,0,,,0,,
7432,LWAY,2023,2023.0,"DRY, CONDENSED, EVAPORATED PRODUCTS",20,20.0,FOOD AND KINDRED PRODUCTS
7433,PTGX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7434,ASMB,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7435,PYPL,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
7436,MATW,7261,7261.0,FUNERAL SERVICE AND CREMATORIES,72,72.0,PERSONAL SERVICES
7437,MGYR,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7438,NWL,3089,3089.0,"PLASTICS PRODUCTS, NEC",30,30.0,RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS
7439,ACER,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7440,RILYT,0,,,0,,
7441,BCYC,0,,,0,,
7442,DVAX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7443,LFCR,0,,,0,,
7444,RETA,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7445,COE,0,,,0,,
7446,GRWG,0,,,0,,
7447,FROG,0,,,0,,
7448,GSRMW,0,,,0,,
7449,TXRH,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
7450,FRME,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7451,AROW,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7452,MESO,0,,,0,,
7453,PLUS,5045,5045.0,"COMPUTERS, PERIPHERALS, AND SOFTWARE",50,50.0,WHOLESALE TRADE - DURABLE GOODS
7454,RHE,8051,8051.0,SKILLED NURSING CARE FACILITIES,80,80.0,HEALTH SERVICES
7455,GTIM,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
7456,SOPA,0,,,0,,
7457,ITRM,0,,,0,,
7458,XPO,4731,4731.0,FREIGHT TRANSPORTATION ARRANGEMENT,47,47.0,TRANSPORTATION SERVICES
7459,OPGN,8071,8071.0,MEDICAL LABORATORIES,80,80.0,HEALTH SERVICES
7460,CIB,0,,,0,,
7461,DRS,0,,,0,,
7462,LAB,0,,,0,,
7463,ANGL,0,,,0,,
7464,TENX,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7465,HWKN,2899,2899.0,"CHEMICAL PREPARATIONS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7466,PRCH,0,,,0,,
7467,OSW,0,,,0,,
7468,BRACU,6719,6719.0,"HOLDING COMPANIES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7469,SHFS,0,,,0,,
7470,PRST,0,,,0,,
7471,UAA,2321,2321.0,MEN'S AND BOY'S FURNISHINGS,23,23.0,"APPAREL, FINISHED PRDCTS FROM FABRICS & SIMILAR MATERIALS"
7472,COCP,0,,,0,,
7473,BWMN,0,,,0,,
7474,QYLD,0,,,0,,
7475,MKSI,3823,3823.0,PROCESS CONTROL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7476,AUGX,0,,,0,,
7477,RWAY,0,,,0,,
7478,FPXI,0,,,0,,
7479,PUYI,0,,,0,,
7480,LEDS,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7481,ACAD,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7482,CWBC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7483,USSG,0,,,0,,
7484,NKEQ,0,,,0,,
7485,SHYL,0,,,0,,
7486,PRSO,0,,,0,,
7487,OILU,0,,,0,,
7488,ONCY,0,,,0,,
7489,HSDT,0,,,0,,
7490,EFSCP,0,,,0,,
7491,TC,1000,,,10,10.0,METAL MINING
7492,CNF,0,,,0,,
7493,MEDP,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7494,RGTI,0,,,0,,
7495,EAC,3720,,,37,37.0,TRANSPORTATION EQUIPMENT
7496,CSGP,6531,6531.0,REAL ESTATE AGENTS AND MANAGERS,65,65.0,REAL ESTATE
7497,SAI,0,,,0,,
7498,SINT,0,,,0,,
7499,PKOH,3531,3531.0,CONSTRUCTION MACHINERY,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7500,PXMD,0,,,0,,
7501,MNSB,0,,,0,,
7502,AMOT,3825,3825.0,INSTRUMENTS TO MEASURE ELECTRICITY,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7503,CBIO,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7504,ONCR,0,,,0,,
7505,KDNY,0,,,0,,
7506,CMC,3312,3312.0,BLAST FURNACES AND STEEL MILLS,33,33.0,PRIMARY METAL INDUSTRIES
7507,LSAK,0,,,0,,
7508,SLAM,0,,,0,,
7509,FIXD,0,,,0,,
7510,AVID,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7511,CLSD,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7512,KBAL,2531,2531.0,PUBLIC BUILDING AND RELATED FURNITURE,25,25.0,FURNITURE AND FIXTURES
7513,NXPI,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7514,ATLCP,0,,,0,,
7515,CLIR,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7516,WFC,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7517,SMFL,0,,,0,,
7518,IOBT,0,,,0,,
7519,DIS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7520,APEN,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7521,USIO,0,,,0,,
7522,HROW,0,,,0,,
7523,BQ,0,,,0,,
7524,VMAR,0,,,0,,
7525,MYSZ,5045,5045.0,"COMPUTERS, PERIPHERALS, AND SOFTWARE",50,50.0,WHOLESALE TRADE - DURABLE GOODS
7526,JOAN,0,,,0,,
7527,FDUS,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7528,FTXO,0,,,0,,
7529,SRPT,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7530,JNCE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7531,ONB,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7532,AVAV,3721,3721.0,AIRCRAFT,37,37.0,TRANSPORTATION EQUIPMENT
7533,FORR,8732,8732.0,COMMERCIAL NONPHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7534,POW,0,,,0,,
7535,LIFE,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7536,SOLO,0,,,0,,
7537,SVRE,0,,,0,,
7538,CLOV,0,,,0,,
7539,DRTS,0,,,0,,
7540,CEMI,2835,2835.0,DIAGNOSTIC SUBSTANCES,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7541,BSET,2512,2512.0,UPHOLSTERED HOUSEHOLD FURNITURE,25,25.0,FURNITURE AND FIXTURES
7542,EYPT,0,,,0,,
7543,RGLD,6719,6719.0,"HOLDING COMPANIES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7544,URGN,0,,,0,,
7545,JZXN,0,,,0,,
7546,PAYO,0,,,0,,
7547,TSHA,0,,,0,,
7548,VONG,0,,,0,,
7549,EEFT,6099,6099.0,FUNCTIONS RELATED TO DEPOSITORY BANKING,60,60.0,DEPOSITORY INSTITUTIONS
7550,NKTX,0,,,0,,
7551,MYRG,1623,1623.0,"WATER, SEWER, AND UTILITY LINES",16,16.0,"HEAVY CNSTRCTN, EXCEPT BUILDING CONSTRUCTION - CONTRACTORS"
7552,MARPS,1389,1389.0,"OIL AND GAS FIELD SERVICES, NEC",13,13.0,OIL AND GAS EXTRACTION
7553,AVAH,0,,,0,,
7554,SPLPpA,0,,,0,,
7555,FNY,0,,,0,,
7556,NXTC,0,,,0,,
7557,XOM,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
7558,BSMR,0,,,0,,
7559,EDUC,5192,5192.0,"BOOKS, PERIODICALS, AND NEWSPAPERS",51,51.0,WHOLESALE TRADE - NONDURABLE GOODS
7560,RWAYL,0,,,0,,
7561,SRGA,0,,,0,,
7562,IRAA,0,,,0,,
7563,DENN,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
7564,YI,0,,,0,,
7565,CHEK,0,,,0,,
7566,DGICA,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
7567,FAT,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
7568,THCH,0,,,0,,
7569,VIA,4841,4841.0,CABLE AND OTHER PAY TELEVISION SERVICES,48,48.0,COMMUNICATIONS
7570,GABC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7571,HOFV,0,,,0,,
7572,BCSA,0,,,0,,
7573,IBBQ,0,,,0,,
7574,CSTR,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7575,BIMI,0,,,0,,
7576,LCUT,3263,3263.0,SEMIVITREOUS TABLE AND KITCHENWARE,32,32.0,"STONE, CLAY, GLASS, AND CONCRETE PRODUCTS"
7577,SWIM,0,,,0,,
7578,GLSI,0,,,0,,
7579,CLEU,0,,,0,,
7580,FLWS,5992,5992.0,FLORISTS,59,59.0,MISCELLANEOUS RETAIL
7581,ICLR,0,,,0,,
7582,RTLPP,0,,,0,,
7583,MGIC,0,,,0,,
7584,AVPT,0,,,0,,
7585,PPTA,0,,,0,,
7586,BYSI,0,,,0,,
7587,MDXH,0,,,0,,
7588,NSIT,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7589,UXIN,0,,,0,,
7590,IREN,0,,,0,,
7591,VORB,0,,,0,,
7592,NGMS,0,,,0,,
7593,ICVX,0,,,0,,
7594,DWSH,0,,,0,,
7595,ARLP,1221,1221.0,BITUMINOUS COAL AND LIGNITE-SURFACE MINING,12,12.0,COAL MINING
7596,REUN,0,,,0,,
7597,SLDPW,0,,,0,,
7598,PSNYW,0,,,0,,
7599,CHRW,4731,4731.0,FREIGHT TRANSPORTATION ARRANGEMENT,47,47.0,TRANSPORTATION SERVICES
7600,RUM,0,,,0,,
7601,FLGC,0,,,0,,
7602,PANW,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
7603,LXRX,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7604,VRTX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7605,BRID,2013,2013.0,SAUSAGES AND OTHER PREPARED MEATS,20,20.0,FOOD AND KINDRED PRODUCTS
7606,DLTR,5331,5331.0,VARIETY STORES,53,53.0,GENERAL MERCHANDISE STORES
7607,MSGM,0,,,0,,
7608,LARK,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7609,PESI,4953,4953.0,REFUSE SYSTEMS,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
7610,SLGG,0,,,0,,
7611,DTSS,0,,,0,,
7612,PCB,0,,,0,,
7613,ZYNE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7614,PAGP,4612,4612.0,CRUDE PETROLEUM PIPELINES,46,46.0,"PIPELINES, EXCEPT NATURAL GAS"
7615,AGYS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7616,TWIN,3566,3566.0,"SPEED CHANGERS, DRIVES, AND GEARS",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7617,BRKH,0,,,0,,
7618,INDY,0,,,0,,
7619,SPLK,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7620,WAFDP,0,,,0,,
7621,JEPQ,0,,,0,,
7622,HYLS,0,,,0,,
7623,ADER,0,,,0,,
7624,OXBR,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
7625,NYMTN,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7626,MSFU,0,,,0,,
7627,NYMX,2835,2835.0,DIAGNOSTIC SUBSTANCES,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7628,ROIC,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7629,BKHY,0,,,0,,
7630,STSSW,0,,,0,,
7631,XLO,0,,,0,,
7632,HCNE,0,,,0,,
7633,BOKF,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7634,ISO,0,,,0,,
7635,KERN,0,,,0,,
7636,PALI,0,,,0,,
7637,IWL,0,,,0,,
7638,BIOSU,0,,,0,,
7639,BL,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7640,NAOV,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7641,BCEL,0,,,0,,
7642,DTSTW,0,,,0,,
7643,KVHI,7375,7375.0,INFORMATION RETRIEVAL SERVICES,73,73.0,BUSINESS SERVICES
7644,BRKL,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
7645,EEMA,0,,,0,,
7646,PYPS,0,,,0,,
7647,DEO,0,,,0,,
7648,VEV,0,,,0,,
7649,TALK,0,,,0,,
7650,KOSS,3651,3651.0,HOUSEHOLD AUDIO AND VIDEO EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7651,GAMC,0,,,0,,
7652,ALORW,0,,,0,,
7653,GMGI,0,,,0,,
7654,TGS,0,,,0,,
7655,PNTG,0,,,0,,
7656,KRMD,0,,,0,,
7657,MYNZ,0,,,0,,
7658,PHO,0,,,0,,
7659,GSHD,0,,,0,,
7660,DISA,0,,,0,,
7661,FUV,3751,3751.0,"MOTORCYCLES, BICYCLES, AND PARTS",37,37.0,TRANSPORTATION EQUIPMENT
7662,FLNT,0,,,0,,
7663,HWC,0,,,0,,
7664,TCRT,0,,,0,,
7665,EBET,0,,,0,,
7666,ANIK,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7667,USIG,0,,,0,,
7668,FULC,0,,,0,,
7669,DUO,0,,,0,,
7670,REG,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7671,TIOA,0,,,0,,
7672,SWBI,0,,,0,,
7673,VALU,2721,2721.0,PERIODICALS,27,27.0,"PRINTING, PUBLISHING AND ALLIED INDUSTRIES"
7674,AMSF,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
7675,GHI,0,,,0,,
7676,HCTI,0,,,0,,
